feature,mean_importance
Feature_8,0.0003788790944963538
Feature_59,0.00458293202333151
Feature_72,0.005897757187485686
Feature_9,0.010305216512642785
Feature_31,0.014459177614189671
Feature_36,0.015065411482937618
Feature_71,0.01975908506661652
Feature_70,0.022062241975218055
Feature_40,0.026262193731963625
Feature_73,0.03179200185928493
Feature_2,0.035153405466116956
Feature_28,0.044872025223448866
Feature_51,0.05642162284813821
Feature_47,0.07052114128135145
Feature_41,0.11978316490538417
Feature_106_diff_Feature_66,0.16694001621566706
