feature,mean_importance
Feature_70,0.006864821156486856
Feature_71,0.007678753635846058
Feature_28,0.008824676652438922
Feature_72,0.010564707503654059
Feature_41,0.01158416258171201
Feature_2,0.01843117439653722
Feature_9,0.020378970853053024
Feature_36,0.023495251957792774
Feature_8,0.024970790967345235
Feature_73,0.026378544196486463
Feature_51,0.03419786231825128
Feature_47,0.044681599619798354
Feature_59,0.046214478311594566
Feature_40,0.05968825013842431
Feature_31,0.07995822582393883
Feature_106_diff_Feature_66,0.11574828892480579
