feature,mean_importance
Feature_2,-0.005925465247128159
Feature_8,0.0008193186856806367
Feature_47,0.016817236552014947
Feature_9,0.01812728547258302
Feature_59,0.018399132997728874
Feature_73,0.020569905641023067
Feature_36,0.021033797045238323
Feature_72,0.024269444688688968
Feature_40,0.029844089993275702
Feature_71,0.032771206372417504
Feature_31,0.03508440664270893
Feature_51,0.03707700469763949
Feature_70,0.04034904837142676
Feature_28,0.04140140995848925
Feature_41,0.052330143344588576
Feature_106_diff_Feature_66,0.06632475934922696
