feature,mean_importance
Feature_49,-0.007492605680599751
Feature_43,-0.0015435227286070274
Feature_11,-0.0006679361220448543
Feature_1,0.0
Feature_76,0.0
Feature_75,0.0
Feature_74,0.0
Feature_69,0.0
Feature_68,0.0
Feature_67,0.0
Feature_66,0.0
Feature_110,0.0
Feature_109,0.0
Feature_62,0.0
Feature_61,0.0
Feature_60,0.0
Feature_58,0.0
Feature_77,0.0
Feature_78,0.0
Feature_79,0.0
Feature_80,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_93,0.0
Feature_92,0.0
Feature_91,0.0
Feature_99,0.0
Feature_90,0.0
Feature_88,0.0
Feature_87,0.0
Feature_85,0.0
Feature_84,0.0
Feature_83,0.0
Feature_82,0.0
Feature_81,0.0
Feature_89,0.0
Feature_55,0.0
Feature_57,0.0
Feature_1122,0.0
Feature_28,0.0
Feature_27,0.0
Feature_26,0.0
Feature_25,0.0
Feature_24,0.0
Feature_22,0.0
Feature_21,0.0
Feature_16,0.0
Feature_44,0.0
Feature_14,0.0
Feature_45,0.0
Feature_13,0.0
Feature_12,0.0
Feature_10,0.0
Feature_50,0.0
Feature_7,0.0
Feature_52,0.0
Feature_31,0.0
Feature_107,0.0003735966980457528
Feature_86,0.001179225156083774
Feature_2,0.0020733746699989064
Feature_63,0.0024863903876394477
Feature_56,0.0027298452728428345
Feature_53,0.0030740616028197775
Feature_59,0.0035203462094069104
Feature_8,0.0038174853613600623
Feature_48,0.004274317333474808
Feature_42,0.004567510168999455
Feature_64,0.004732517688535176
Feature_37,0.0059385843528435124
Feature_38,0.007208408755250329
Feature_51,0.008380572479218284
Feature_15,0.009003837388008872
Feature_40,0.015901513821445425
Feature_72,0.01657673745183279
Feature_71,0.01818551668897279
Feature_39,0.02276330502703794
Feature_70,0.023156609572470233
Feature_41,0.024976554857567
Feature_106,0.02515565193258229
Feature_36,0.02516232127323752
Feature_9,0.03748098145704724
Feature_46,0.04020209603942935
Feature_47,0.046735520255751964
Feature_73,0.05418259721715009
