0,0.667388,0.67817
1,0.644089,0.661246
2,0.624051,0.649515
3,0.606559,0.640376
4,0.584259,0.627527
5,0.570254,0.625798
6,0.548212,0.614121
7,0.534233,0.604562
8,0.515235,0.590716
9,0.50346,0.584847
10,0.490286,0.580023
11,0.480121,0.57452
12,0.470172,0.572
13,0.460705,0.56918
14,0.452769,0.566084
15,0.44241,0.557014
16,0.433987,0.553707
17,0.425736,0.547536
18,0.419534,0.5434
19,0.412333,0.537365
20,0.403582,0.529452
21,0.395433,0.531461
22,0.390171,0.525405
23,0.38257,0.516979
24,0.377824,0.515795
25,0.371123,0.508398
26,0.366517,0.505545
27,0.361435,0.500409
28,0.357429,0.499806
29,0.351791,0.493403
30,0.347878,0.492863
31,0.343144,0.491414
32,0.336572,0.485749
33,0.331784,0.482357
34,0.32585,0.475408
35,0.321649,0.476377
36,0.318209,0.475985
37,0.313632,0.47413
38,0.309544,0.471445
39,0.306186,0.471328
40,0.300809,0.466289
41,0.297408,0.464427
42,0.29465,0.464013
43,0.29227,0.464566
44,0.287601,0.465767
45,0.284324,0.461804
46,0.28164,0.458879
47,0.279218,0.458786
48,0.276229,0.455935
49,0.274081,0.456086
50,0.271239,0.450424
51,0.267985,0.448763
52,0.265944,0.450523
53,0.263402,0.44529
54,0.260205,0.443773
55,0.257953,0.441868
56,0.255541,0.437075
57,0.253616,0.435105
58,0.251999,0.435329
59,0.250289,0.435788
60,0.248905,0.436081
61,0.245874,0.437285
62,0.244694,0.438754
63,0.242602,0.434343
64,0.240352,0.4321
65,0.239277,0.432757
66,0.237879,0.433116
67,0.236276,0.433229
68,0.234215,0.431468
69,0.231692,0.432811
70,0.230688,0.434254
71,0.228607,0.43383
72,0.227329,0.430657
73,0.226104,0.432746
74,0.224889,0.433978
75,0.222871,0.435782
76,0.221756,0.437937
77,0.22025,0.43671
78,0.219438,0.437096
79,0.218413,0.439131
80,0.216608,0.441093
81,0.215585,0.439928
82,0.213175,0.438301
83,0.212166,0.440449
84,0.211422,0.439577
85,0.210577,0.441505
86,0.209082,0.440366
87,0.207529,0.441509
88,0.206522,0.441634
89,0.205577,0.44206
90,0.204897,0.442587
91,0.203957,0.44
92,0.203094,0.442762
93,0.202204,0.442971
94,0.200992,0.44119
95,0.200153,0.440424
96,0.199303,0.439761
97,0.198479,0.438198
98,0.197848,0.438436
99,0.196974,0.440669
100,0.196055,0.440735
101,0.195284,0.440149
102,0.194499,0.442871
103,0.193721,0.441031
104,0.192994,0.439526
105,0.192284,0.439288
106,0.191535,0.440808
107,0.190588,0.439915
108,0.189878,0.442542
109,0.18909,0.442812
110,0.188267,0.445144
111,0.18727,0.446547
112,0.18657,0.444757
113,0.185893,0.443338
114,0.185,0.442621
115,0.184353,0.44417
116,0.183732,0.446721
117,0.182906,0.446883
118,0.182098,0.446238
119,0.180676,0.445155
120,0.180104,0.446226
121,0.179475,0.444916
122,0.179247,0.443693
