feature,mean_importance
Feature_49,-0.014907068990869443
Feature_42,-0.012830244180513529
Feature_11,-0.00237967095570637
Feature_43,-0.002060362806078042
Feature_76,-0.0007672983780503184
Feature_39,-0.000613940760958931
Feature_7,-0.00028812909382393005
Feature_45,-0.0002745377889368572
Feature_78,-0.00021060820668934445
Feature_83,0.0
Feature_82,0.0
Feature_81,0.0
Feature_50,0.0
Feature_80,0.0
Feature_52,0.0
Feature_107,0.0
Feature_58,0.0
Feature_99,0.0
Feature_79,0.0
Feature_61,0.0
Feature_62,0.0
Feature_109,0.0
Feature_110,0.0
Feature_77,0.0
Feature_66,0.0
Feature_75,0.0
Feature_68,0.0
Feature_56,0.0
Feature_84,0.0
Feature_1122,0.0
Feature_85,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_10,0.0
Feature_12,0.0
Feature_13,0.0
Feature_14,0.0
Feature_95,0.0
Feature_16,0.0
Feature_21,0.0
Feature_69,0.0
Feature_22,0.0
Feature_25,0.0
Feature_26,0.0
Feature_27,0.0
Feature_92,0.0
Feature_91,0.0
Feature_90,0.0
Feature_89,0.0
Feature_88,0.0
Feature_87,0.0
Feature_24,0.0
Feature_74,0.0
Feature_55,2.3532214108856754e-05
Feature_53,0.0002024072909262209
Feature_8,0.0004264749772846854
Feature_1,0.0007585615664720824
Feature_70,0.0010991026496049105
Feature_44,0.001611937733832769
Feature_93,0.0016156502382364212
Feature_67,0.002484431304037582
Feature_57,0.0027460477943532235
Feature_48,0.002749823284102615
Feature_37,0.0032917359331622875
Feature_60,0.004437112167943269
Feature_86,0.005005928073078414
Feature_38,0.005132691635517428
Feature_15,0.005341081353835775
Feature_64,0.005631472215754929
Feature_28,0.007997901942580942
Feature_63,0.01023021032102408
Feature_72,0.010448271626373762
Feature_71,0.01222548078978437
Feature_46,0.012324885871494207
Feature_2,0.012987262837123125
Feature_9,0.015486011080211037
Feature_36,0.020688233731780213
Feature_51,0.02096828763606028
Feature_106,0.02164068481652067
Feature_73,0.02244769333861769
Feature_59,0.030354282928165045
Feature_40,0.037597108138725174
Feature_41,0.051875068646622835
Feature_47,0.06642484038835393
Feature_31,0.162538152532652
