feature,mean_importance
Feature_46,-0.011997855934314438
Feature_62,-0.0061762515082955495
Feature_2,-0.005920796589925914
Feature_7,-0.0017572974879294656
Feature_9,-0.0014993253629654757
Feature_84,-0.000915497024543599
Feature_24,-0.0002446131268516227
Feature_15,-2.435918897392142e-05
Feature_1,0.0
Feature_78,0.0
Feature_77,0.0
Feature_75,0.0
Feature_69,0.0
Feature_67,0.0
Feature_79,0.0
Feature_110,0.0
Feature_109,0.0
Feature_61,0.0
Feature_99,0.0
Feature_68,0.0
Feature_80,0.0
Feature_83,0.0
Feature_82,0.0
Feature_56,0.0
Feature_85,0.0
Feature_87,0.0
Feature_88,0.0
Feature_89,0.0
Feature_90,0.0
Feature_91,0.0
Feature_92,0.0
Feature_95,0.0
Feature_96,0.0
Feature_97,0.0
Feature_98,0.0
Feature_81,0.0
Feature_107,0.0
Feature_1122,0.0
Feature_14,0.0
Feature_25,0.0
Feature_16,0.0
Feature_52,0.0
Feature_13,0.0
Feature_45,0.0
Feature_12,0.0
Feature_21,0.0
Feature_22,0.0
Feature_11,0.0
Feature_10,0.0
Feature_50,0.0
Feature_26,0.0
Feature_27,0.0
Feature_93,0.00035235846415162533
Feature_43,0.0007980136293917805
Feature_58,0.0008598273294046499
Feature_60,0.0010414480697363503
Feature_57,0.0012103921221569224
Feature_86,0.0015520934574306034
Feature_8,0.0016195974126458012
Feature_55,0.0016549195721745403
Feature_76,0.001719643026590334
Feature_74,0.0019213594496249931
Feature_66,0.0023275466170161853
Feature_53,0.002494905707426365
Feature_42,0.0032043632352724448
Feature_38,0.0034345676191151033
Feature_73,0.004377736505120989
Feature_44,0.0046064371708780414
Feature_63,0.004720931942574669
Feature_48,0.0054456723202019885
Feature_49,0.0062018512003123695
Feature_64,0.0069044912420213045
Feature_70,0.007652190774679169
Feature_39,0.009177053598687045
Feature_72,0.013044886626303187
Feature_71,0.014586276435293245
Feature_59,0.016891535753384222
Feature_37,0.018077697437256568
Feature_36,0.026559817306697365
Feature_40,0.030825439356267435
Feature_28,0.03152864752337335
Feature_31,0.03233239802531897
Feature_51,0.04852677452377975
Feature_47,0.05087035953998564
Feature_106,0.07575820153579113
Feature_41,0.10308078675530852
