feature,mean_importance
Feature_49,-0.01578865892253818
Feature_72,-0.013518492756411449
Feature_71,-0.012570114526897668
Feature_70,-0.009536676043644554
Feature_73,-0.007363870711997167
Feature_43,-0.004017873657867321
Feature_86,-0.002998447362333545
Feature_37,-0.0029061457980424366
Feature_42,-0.002674107085913424
Feature_55,-0.0013241220638155915
Feature_46,-0.00029024209827185345
Feature_107,-4.9589518457671125e-05
Feature_45,-4.862882196904339e-05
Feature_68,0.0
Feature_110,0.0
Feature_109,0.0
Feature_61,0.0
Feature_75,0.0
Feature_76,0.0
Feature_69,0.0
Feature_1,0.0
Feature_78,0.0
Feature_79,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_93,0.0
Feature_92,0.0
Feature_91,0.0
Feature_90,0.0
Feature_89,0.0
Feature_88,0.0
Feature_87,0.0
Feature_85,0.0
Feature_84,0.0
Feature_83,0.0
Feature_82,0.0
Feature_81,0.0
Feature_80,0.0
Feature_77,0.0
Feature_60,0.0
Feature_1122,0.0
Feature_99,0.0
Feature_21,0.0
Feature_16,0.0
Feature_25,0.0
Feature_50,0.0
Feature_27,0.0
Feature_26,0.0
Feature_22,0.0
Feature_14,0.0
Feature_12,0.0
Feature_52,0.0
Feature_11,0.0
Feature_56,0.0
Feature_10,0.0
Feature_13,0.0
Feature_24,0.0
Feature_53,3.972599282860978e-05
Feature_58,0.00022143272683023963
Feature_38,0.0007815158739685968
Feature_66,0.0007974692340940281
Feature_67,0.0011602915450930507
Feature_15,0.001421958655118938
Feature_57,0.00156291713006792
Feature_62,0.0017001953348517395
Feature_9,0.0019738262798636996
Feature_48,0.0031985030882060394
Feature_64,0.0035744236689060904
Feature_44,0.003863067654892793
Feature_63,0.005062580946832884
Feature_7,0.0051183175202458965
Feature_59,0.006153032295405858
Feature_36,0.006319045880809426
Feature_8,0.007308686058968306
Feature_74,0.007897874843329178
Feature_39,0.00869886836968361
Feature_40,0.015178560903295868
Feature_28,0.016193731045350414
Feature_41,0.025616174153983585
Feature_2,0.026161354361101986
Feature_51,0.04942848229780792
Feature_106,0.07620345882140098
Feature_31,0.0818921640794724
Feature_47,0.09297887564636767
