feature,mean_importance
Feature_70,-0.02477195438463241
Feature_49,-0.015909161213785404
Feature_31_sum_Feature_106,-0.015357316811569034
Feature_43,-0.013844708791002636
Feature_36,-0.013466354925185442
Feature_90_sum_Feature_106,-0.009177803592756394
Feature_72,-0.008786055129021397
Feature_92_sum_Feature_106,-0.007117116688750691
Feature_79_sum_Feature_106,-0.005907648163847612
Feature_106,-0.004689365336671469
Feature_57,-0.0023905368987470975
Feature_109_multiply_Feature_106,-0.0020961119793355353
Feature_62,-0.001708451029844582
Feature_48,-0.00165898747276515
Feature_9,-0.001647408707067366
Feature_56,-0.0005887014232575982
Feature_53,-6.828863173724553e-05
Feature_46,-6.04085903614715e-05
Feature_10,0.0
Feature_76,0.0
Feature_77,0.0
Feature_69,0.0
Feature_78,0.0
Feature_79,0.0
Feature_16,0.0
Feature_80,0.0
Feature_81,0.0
Feature_82,0.0
Feature_83,0.0
Feature_75,0.0
Feature_85,0.0
Feature_21,0.0
Feature_87,0.0
Feature_31_diff_Feature_1122,0.0
Feature_62_sum_Feature_106,0.0
Feature_62_multiply_Feature_106,0.0
Feature_109_sum_Feature_106,0.0
Feature_1122,0.0
Feature_99,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_93,0.0
Feature_92,0.0
Feature_91,0.0
Feature_89,0.0
Feature_88,0.0
Feature_67,0.0
Feature_66,0.0
Feature_68,0.0
Feature_45,0.0
Feature_22,0.0
Feature_24,0.0
Feature_25,0.0
Feature_26,0.0
Feature_27,0.0
Feature_15,0.0
Feature_14,0.0
Feature_13,0.0
Feature_50,0.0
Feature_52,0.0
Feature_107,0.0
Feature_55,0.0
Feature_1,0.0
Feature_58,0.0
Feature_110,0.0
Feature_109,0.0
Feature_61,0.0
Feature_60,0.0
Feature_12,0.0
Feature_90,0.00015256109647452388
Feature_74,0.0003748833946883634
Feature_11,0.0004851548280566997
Feature_42,0.0007016185484826631
Feature_73,0.0014894022466614865
Feature_86,0.0016343212593346811
Feature_7,0.0018579826503992037
Feature_37,0.002797122821211806
Feature_64,0.0033909055031836055
Feature_38,0.0035423282068222763
Feature_106_diff_Feature_66,0.0036317572090774795
Feature_44,0.0038952280115336245
Feature_84,0.004206950529478492
Feature_59,0.00544655568432062
Feature_39,0.005856595118530095
Feature_63,0.006321997279301284
Feature_71,0.012726164390333005
Feature_8,0.01284861220046878
Feature_51,0.022999730287119748
Feature_2,0.02911217138636858
Feature_28,0.030109382863156498
Feature_41,0.03375078670680524
Feature_40,0.039610965489409865
Feature_31,0.045438513844273984
Feature_47,0.057043294864706696
