feature,mean_importance
Feature_49,-0.008484822427853955
Feature_74,-0.004688935223966839
Feature_48,-0.003732633404433738
Feature_75,-0.003670258875936272
Feature_42,-0.0035735286492854512
Feature_64,-0.00299945509061218
Feature_56,-0.002775423061102644
Feature_43,-0.0016929297242313734
Feature_38,-0.0016795984283089816
Feature_45,-0.0015560535807162656
Feature_46,-0.001309264251031006
Feature_58,-0.000981140658259405
Feature_31_sum_Feature_106,-0.0003924945089966214
Feature_67,-0.0002876778878271646
Feature_81,0.0
Feature_80,0.0
Feature_77,0.0
Feature_78,0.0
Feature_82,0.0
Feature_69,0.0
Feature_68,0.0
Feature_66,0.0
Feature_79,0.0
Feature_83,0.0
Feature_1,0.0
Feature_85,0.0
Feature_31_diff_Feature_1122,0.0
Feature_79_sum_Feature_106,0.0
Feature_62_sum_Feature_106,0.0
Feature_62_multiply_Feature_106,0.0
Feature_109_sum_Feature_106,0.0
Feature_109_multiply_Feature_106,0.0
Feature_1122,0.0
Feature_99,0.0
Feature_98,0.0
Feature_110,0.0
Feature_97,0.0
Feature_95,0.0
Feature_93,0.0
Feature_92,0.0
Feature_91,0.0
Feature_90,0.0
Feature_89,0.0
Feature_88,0.0
Feature_87,0.0
Feature_86,0.0
Feature_96,0.0
Feature_109,0.0
Feature_92_sum_Feature_106,0.0
Feature_61,0.0
Feature_25,0.0
Feature_24,0.0
Feature_22,0.0
Feature_21,0.0
Feature_50,0.0
Feature_16,0.0
Feature_52,0.0
Feature_15,0.0
Feature_26,0.0
Feature_14,0.0
Feature_12,0.0
Feature_107,0.0
Feature_55,0.0
Feature_10,0.0
Feature_7,0.0
Feature_106,0.0
Feature_13,0.0
Feature_27,0.0
Feature_76,4.9708317965257984e-05
Feature_63,0.0005037125386297525
Feature_90_sum_Feature_106,0.0005285976454615482
Feature_62,0.0008412664756178745
Feature_11,0.0008821458090096712
Feature_53,0.0009707289747893699
Feature_84,0.0015211933385580688
Feature_44,0.0015315094776451432
Feature_60,0.0021814686246216185
Feature_31,0.004672372760251164
Feature_2,0.008247722210362528
Feature_73,0.008433450143784271
Feature_28,0.009680726490914815
Feature_8,0.009773308886215082
Feature_72,0.011671621296554812
Feature_36,0.012779836868867255
Feature_71,0.012887826217338427
Feature_57,0.013040009057149271
Feature_51,0.013647438888438047
Feature_59,0.015714457528665647
Feature_37,0.018174134381115415
Feature_39,0.018381257196888313
Feature_70,0.022278619538992638
Feature_9,0.02270937100984154
Feature_40,0.02590231851674616
Feature_41,0.04178190385922788
Feature_106_diff_Feature_66,0.04946146092377601
Feature_47,0.06350992104038596
