feature,mean_importance
Feature_40,-0.024971464558038847
Feature_64,-0.02026673490880056
Feature_39,-0.016848847819492207
Feature_37,-0.013957496627699573
Feature_55,-0.010978465587832026
Feature_63,-0.005903499142732449
Feature_38,-0.0036529983161017188
Feature_48,-0.003509873778093592
Feature_57,-0.0030702250497415483
Feature_45,-0.0022534523624926583
Feature_46,-0.0011561907501891234
Feature_62,-0.0009425166994333045
Feature_109_multiply_Feature_106,-0.00042692766990510834
Feature_15,-0.0003856402053497576
Feature_60,-5.870342254638006e-05
Feature_109_sum_Feature_106,0.0
Feature_80,0.0
Feature_62_multiply_Feature_106,0.0
Feature_79,0.0
Feature_78,0.0
Feature_77,0.0
Feature_97,0.0
Feature_74,0.0
Feature_62_sum_Feature_106,0.0
Feature_69,0.0
Feature_79_sum_Feature_106,0.0
Feature_68,0.0
Feature_31_diff_Feature_1122,0.0
Feature_76,0.0
Feature_75,0.0
Feature_81,0.0
Feature_83,0.0
Feature_96,0.0
Feature_95,0.0
Feature_93,0.0
Feature_92,0.0
Feature_91,0.0
Feature_89,0.0
Feature_82,0.0
Feature_88,0.0
Feature_85,0.0
Feature_98,0.0
Feature_99,0.0
Feature_1122,0.0
Feature_90_sum_Feature_106,0.0
Feature_84,0.0
Feature_87,0.0
Feature_110,0.0
Feature_1,0.0
Feature_12,0.0
Feature_27,0.0
Feature_25,0.0
Feature_109,0.0
Feature_22,0.0
Feature_21,0.0
Feature_16,0.0
Feature_14,0.0
Feature_13,0.0
Feature_50,0.0
Feature_52,0.0
Feature_26,0.0
Feature_61,0.0
Feature_10,0.0
Feature_56,0.0
Feature_107,0.0
Feature_58,0.0
Feature_106,0.0
Feature_24,0.0001441532676108248
Feature_7,0.00015169352758677147
Feature_9,0.00027488808380440324
Feature_67,0.0006340529164299502
Feature_43,0.0007328861905261941
Feature_90,0.0007379458146169915
Feature_86,0.0007383244764059826
Feature_31_sum_Feature_106,0.0007645560288801923
Feature_66,0.0007651502895169027
Feature_42,0.001305222227238123
Feature_11,0.002151945482473827
Feature_92_sum_Feature_106,0.0025374123267829507
Feature_72,0.003134950676467285
Feature_44,0.0033265429199673237
Feature_8,0.0044382725842297185
Feature_49,0.005093306449707602
Feature_59,0.0065907101705670375
Feature_36,0.007246958513278523
Feature_31,0.008151791682466863
Feature_71,0.010608538568485548
Feature_2,0.010993403487373155
Feature_70,0.011522909486666334
Feature_53,0.01535292005632074
Feature_73,0.02469008979154753
Feature_28,0.05133469709428028
Feature_47,0.06309578529326246
Feature_51,0.0688143194303848
Feature_106_diff_Feature_66,0.07568263688124718
Feature_41,0.11326423576800153
