feature,mean_importance
Feature_39,-0.01412135026650504
Feature_71,-0.013151397954206912
Feature_40,-0.01193069318076596
Feature_64,-0.010587248988449571
Feature_55,-0.009387894961982968
Feature_72,-0.006281052641570572
Feature_59,-0.004217662445735182
Feature_37,-0.003966707170475281
Feature_38,-0.003471893277019256
Feature_48,-0.0018550543161109045
Feature_56,-0.0003543789568357103
Feature_74,0.0
Feature_75,0.0
Feature_77,0.0
Feature_67,0.0
Feature_78,0.0
Feature_79,0.0
Feature_80,0.0
Feature_81,0.0
Feature_82,0.0
Feature_83,0.0
Feature_84,0.0
Feature_69,0.0
Feature_68,0.0
Feature_66,0.0
Feature_76,0.0
Feature_1,0.0
Feature_87,0.0
Feature_31_diff_Feature_1122,0.0
Feature_79_sum_Feature_106,0.0
Feature_62_sum_Feature_106,0.0
Feature_62_multiply_Feature_106,0.0
Feature_109_sum_Feature_106,0.0
Feature_109_multiply_Feature_106,0.0
Feature_90_sum_Feature_106,0.0
Feature_1122,0.0
Feature_99,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_93,0.0
Feature_92,0.0
Feature_91,0.0
Feature_90,0.0
Feature_89,0.0
Feature_88,0.0
Feature_85,0.0
Feature_110,0.0
Feature_62,0.0
Feature_92_sum_Feature_106,0.0
Feature_109,0.0
Feature_26,0.0
Feature_25,0.0
Feature_24,0.0
Feature_22,0.0
Feature_21,0.0
Feature_45,0.0
Feature_16,0.0
Feature_15,0.0
Feature_14,0.0
Feature_27,0.0
Feature_50,0.0
Feature_52,0.0
Feature_12,0.0
Feature_10,0.0
Feature_107,0.0
Feature_7,0.0
Feature_57,0.0
Feature_58,0.0
Feature_60,0.0
Feature_61,0.0
Feature_106,0.0
Feature_13,0.0
Feature_28,0.0
Feature_86,0.0003395599685609207
Feature_43,0.0007990789413452104
Feature_31,0.0016210751608014217
Feature_42,0.0016621661279350498
Feature_53,0.001683437805622834
Feature_46,0.0026267804903909566
Feature_44,0.0037618150818161666
Feature_36,0.005000057257711877
Feature_49,0.007021408951841302
Feature_63,0.007339011940639473
Feature_11,0.0073872208478860555
Feature_31_sum_Feature_106,0.007925705192610632
Feature_8,0.008577448807191112
Feature_70,0.018464236292056745
Feature_2,0.02367788057308643
Feature_9,0.024746685924474165
Feature_73,0.04869444526499137
Feature_41,0.05397005113307387
Feature_51,0.05576099138939753
Feature_47,0.0901630813651718
Feature_106_diff_Feature_66,0.11264338084496557
