0,0.634794,0.673214
1,0.586374,0.648211
2,0.53786,0.626341
3,0.495891,0.609856
4,0.45939,0.595003
5,0.426691,0.581287
6,0.403223,0.574161
7,0.375579,0.555958
8,0.351714,0.54117
9,0.328675,0.53108
10,0.30832,0.523763
11,0.290238,0.515899
12,0.272155,0.490462
13,0.256682,0.483344
14,0.243028,0.4726
15,0.229996,0.45983
16,0.218015,0.446566
17,0.206678,0.440283
18,0.196116,0.435135
19,0.185671,0.424392
20,0.177337,0.423904
21,0.169235,0.413301
22,0.162492,0.411483
23,0.156299,0.412053
24,0.149894,0.399695
25,0.144157,0.396478
26,0.138571,0.385488
27,0.133678,0.384946
28,0.128368,0.377542
29,0.124208,0.377161
30,0.120077,0.374257
31,0.115968,0.368131
32,0.111898,0.36565
33,0.10851,0.360436
34,0.10522,0.356466
35,0.102516,0.357127
36,0.099311,0.360522
37,0.096757,0.357488
38,0.094114,0.358072
39,0.091293,0.35
40,0.088992,0.354208
41,0.086803,0.357522
42,0.084436,0.35476
43,0.082321,0.352512
44,0.080207,0.354055
45,0.078317,0.349666
46,0.076503,0.345597
47,0.074921,0.339605
48,0.073389,0.336152
49,0.071889,0.336605
50,0.070709,0.340582
51,0.069356,0.335582
52,0.068232,0.334722
53,0.067087,0.330992
54,0.066071,0.334986
55,0.064888,0.336154
56,0.063678,0.334651
57,0.06261,0.339356
58,0.061747,0.343966
59,0.060784,0.343684
60,0.05994,0.344828
61,0.05926,0.345592
62,0.05834,0.344964
63,0.057504,0.347064
64,0.05672,0.343294
65,0.056056,0.345399
66,0.055218,0.346986
67,0.054533,0.349652
68,0.05383,0.349423
69,0.053148,0.350189
70,0.052567,0.35236
71,0.051904,0.354622
72,0.051282,0.351698
73,0.05077,0.352942
74,0.050194,0.357533
75,0.049621,0.357034
76,0.049079,0.355908
77,0.048523,0.357093
78,0.04796,0.36057
79,0.047555,0.36097
80,0.047122,0.360829
81,0.046642,0.362219
82,0.046199,0.365186
83,0.045831,0.365694
84,0.045346,0.368289
85,0.044912,0.371214
86,0.044552,0.374269
87,0.044213,0.374783
88,0.043815,0.372499
89,0.043404,0.373366
90,0.043088,0.376249
91,0.042721,0.375976
92,0.042405,0.37649
93,0.041955,0.380967
94,0.041618,0.384024
95,0.041145,0.387341
96,0.04088,0.388883
97,0.040533,0.386679
98,0.040272,0.386466
99,0.039988,0.388988
100,0.039659,0.389047
101,0.039412,0.389243
102,0.039169,0.389549
103,0.038775,0.392704
