feature,mean_importance
Feature_64,-0.013515247907489546
Feature_40,-0.011532111163251119
Feature_37,-0.009292906543705626
Feature_39,-0.008441445825155835
Feature_55,-0.007403701003640894
Feature_45,-0.0015040064789354878
Feature_62,-0.001270732060074825
Feature_109_multiply_Feature_106,-0.001139951604418471
Feature_43,-0.0010751541703939494
Feature_57,-0.0009937733737751975
Feature_63,-0.00060503099113704
Feature_81,0.0
Feature_62_sum_Feature_106,0.0
Feature_80,0.0
Feature_79,0.0
Feature_78,0.0
Feature_77,0.0
Feature_90_sum_Feature_106,0.0
Feature_74,0.0
Feature_69,0.0
Feature_68,0.0
Feature_79_sum_Feature_106,0.0
Feature_31_diff_Feature_1122,0.0
Feature_110,0.0
Feature_82,0.0
Feature_75,0.0
Feature_83,0.0
Feature_109_sum_Feature_106,0.0
Feature_1122,0.0
Feature_99,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_93,0.0
Feature_62_multiply_Feature_106,0.0
Feature_92,0.0
Feature_90,0.0
Feature_89,0.0
Feature_88,0.0
Feature_87,0.0
Feature_85,0.0
Feature_109,0.0
Feature_84,0.0
Feature_91,0.0
Feature_61,0.0
Feature_1,0.0
Feature_12,0.0
Feature_50,0.0
Feature_10,0.0
Feature_14,0.0
Feature_27,0.0
Feature_26,0.0
Feature_13,0.0
Feature_52,0.0
Feature_25,0.0
Feature_22,0.0
Feature_107,0.0
Feature_56,0.0
Feature_58,0.0
Feature_21,0.0
Feature_106,0.0
Feature_16,0.0
Feature_60,5.422707647084191e-05
Feature_76,0.00016019299859180715
Feature_7,0.00031874998938291046
Feature_48,0.0003307604603469294
Feature_15,0.0006306989490985793
Feature_67,0.0007440252229571287
Feature_38,0.0009062476363032923
Feature_24,0.0010147660691290973
Feature_11,0.0010379908815957516
Feature_86,0.0011334763560443995
Feature_44,0.0014916665782220505
Feature_66,0.001738977029453953
Feature_92_sum_Feature_106,0.0018517788406461344
Feature_59,0.0023339391383342344
Feature_42,0.0025770642771385465
Feature_9,0.002636983247939484
Feature_8,0.0031163919996470167
Feature_31_sum_Feature_106,0.0032352400617673915
Feature_72,0.004682025085203339
Feature_46,0.00594452686142175
Feature_36,0.007922439407557241
Feature_49,0.007934415722265825
Feature_31,0.008097848785109807
Feature_71,0.010119169726967797
Feature_2,0.011619313517585389
Feature_53,0.012969587002880862
Feature_70,0.014266955014318222
Feature_73,0.02786466432269661
Feature_28,0.057204895687755185
Feature_51,0.06573515600757672
Feature_47,0.0675399972568266
Feature_106_diff_Feature_66,0.08985065337736158
Feature_41,0.11992999269627033
