feature,mean_importance
Feature_64,-0.033928689318709064
Feature_40,-0.03227194524370135
Feature_39,-0.01731150060892106
Feature_55,-0.011423460035584875
Feature_37,-0.010505430491175504
Feature_48,-0.007791393699590121
Feature_62,-0.004343421563971783
Feature_109_multiply_Feature_106,-0.003616494948510074
Feature_38,-0.003473073660861692
Feature_57,-0.0033125362498685807
Feature_45,-0.0031083402875810907
Feature_63,-0.0014366528647951847
Feature_43,-0.001181770120747383
Feature_44,-0.0009435531450435408
random_feature,-0.0007878308952786073
Feature_1,-0.0005164390802383401
Feature_24,-0.00045704800868408003
Feature_42,-0.0004024432157166191
Feature_60,-0.00027782968711106417
Feature_25,0.0
Feature_85,0.0
Feature_84,0.0
Feature_83,0.0
Feature_82,0.0
Feature_81,0.0
Feature_79,0.0
Feature_87,0.0
Feature_78,0.0
Feature_77,0.0
Feature_76,0.0
Feature_75,0.0
Feature_74,0.0
Feature_80,0.0
Feature_88,0.0
Feature_89,0.0
Feature_90,0.0
Feature_31_diff_Feature_1122,0.0
Feature_79_sum_Feature_106,0.0
Feature_62_sum_Feature_106,0.0
Feature_62_multiply_Feature_106,0.0
Feature_109_sum_Feature_106,0.0
Feature_90_sum_Feature_106,0.0
Feature_31_sum_Feature_106,0.0
Feature_1122,0.0
Feature_99,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_93,0.0
Feature_91,0.0
Feature_69,0.0
Feature_68,0.0
Feature_109,0.0
Feature_27,0.0
Feature_16,0.0
Feature_14,0.0
Feature_13,0.0
Feature_12,0.0
Feature_50,0.0
Feature_52,0.0
Feature_21,0.0
Feature_107,0.0
Feature_10,0.0
Feature_56,0.0
Feature_22,0.0
Feature_61,0.0
Feature_106,0.0
Feature_110,0.0
Feature_26,0.0
Feature_58,0.0
Feature_92,7.241543382405791e-05
Feature_66,0.0005144060752354518
Feature_86,0.0005158650572411716
Feature_15,0.0005953880865126937
Feature_59,0.0007607749546877929
Feature_67,0.0007701187720522195
Feature_7,0.0008566139033064247
Feature_11,0.0012032552668824747
Feature_36,0.0012659642938524507
Feature_72,0.002921041357330978
Feature_92_sum_Feature_106,0.003086156647186722
Feature_9,0.0030882307211868463
Feature_31,0.0040627366257831475
Feature_8,0.004279144103638821
Feature_71,0.005401104107731957
Feature_46,0.0071155504509806565
Feature_2,0.0073628886626101895
Feature_49,0.007511711807455868
Feature_70,0.014109464704524722
Feature_53,0.017288858026731767
Feature_73,0.043569516588468096
Feature_51,0.049877840469125655
Feature_28,0.05236429164884611
Feature_47,0.06419198713265359
Feature_106_diff_Feature_66,0.08202027530176566
Feature_41,0.11590418083826082
