feature,mean_importance
Feature_46,-0.016531639923341578
Feature_48,-0.007027797307819128
Feature_62,-0.006221819426864383
Feature_92_sum_Feature_106,-0.005433591743931177
Feature_109_multiply_Feature_106,-0.00252252968959511
Feature_49,-0.0004170750454068117
random_feature,-0.0003954259445890784
Feature_39,-7.528270129114611e-05
Feature_110,0.0
Feature_69,0.0
Feature_83,0.0
Feature_75,0.0
Feature_77,0.0
Feature_78,0.0
Feature_79,0.0
Feature_80,0.0
Feature_81,0.0
Feature_82,0.0
Feature_68,0.0
Feature_85,0.0
Feature_87,0.0
Feature_88,0.0
Feature_31_diff_Feature_1122,0.0
Feature_79_sum_Feature_106,0.0
Feature_62_sum_Feature_106,0.0
Feature_62_multiply_Feature_106,0.0
Feature_109_sum_Feature_106,0.0
Feature_90_sum_Feature_106,0.0
Feature_31_sum_Feature_106,0.0
Feature_1122,0.0
Feature_99,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_92,0.0
Feature_91,0.0
Feature_90,0.0
Feature_89,0.0
Feature_61,0.0
Feature_60,0.0
Feature_1,0.0
Feature_109,0.0
Feature_26,0.0
Feature_27,0.0
Feature_22,0.0
Feature_21,0.0
Feature_16,0.0
Feature_15,0.0
Feature_14,0.0
Feature_13,0.0
Feature_25,0.0
Feature_12,0.0
Feature_11,0.0
Feature_10,0.0
Feature_24,0.0
Feature_106,0.0
Feature_50,0.0
Feature_7,0.0
Feature_52,0.0
Feature_107,0.0
Feature_66,3.336858004331367e-05
Feature_86,7.815893739462342e-05
Feature_8,0.00011289000511169878
Feature_93,0.00016151233576239266
Feature_2,0.0002997433068230859
Feature_55,0.00041041432879865833
Feature_43,0.0004649732913821758
Feature_58,0.00047098477371035894
Feature_76,0.0007936438638716847
Feature_56,0.0008508464926853865
Feature_70,0.0011021028552204327
Feature_36,0.0013118340540677286
Feature_67,0.0014413703978061632
Feature_38,0.0015355560928583256
Feature_45,0.0017560994997620426
Feature_63,0.0024775271769613026
Feature_9,0.0030557739268988306
Feature_74,0.0038444522768258937
Feature_57,0.004398825485259295
Feature_53,0.004809112241491687
Feature_64,0.005280983494594704
Feature_71,0.00558111062739044
Feature_51,0.007001579948700964
Feature_42,0.00711041636765003
Feature_37,0.008010813007131223
Feature_84,0.00865005239844322
Feature_40,0.008808746770955622
Feature_59,0.010215424150228502
Feature_44,0.012716881437227134
Feature_73,0.01737875229213387
Feature_47,0.01786514816340059
Feature_72,0.018489132574759426
Feature_31,0.035153724201954895
Feature_28,0.05147402396891265
Feature_41,0.0609459004132077
Feature_106_diff_Feature_66,0.0635779359890148
