feature,mean_importance
Feature_40,-0.019258956159465008
Feature_64,-0.017974957020487636
Feature_39,-0.015466454606503244
Feature_55,-0.012047944571822882
Feature_37,-0.01165921320440248
Feature_63,-0.0035186002822592765
Feature_45,-0.0028993440046906406
Feature_57,-0.0023475574189797065
Feature_46,-0.0013665313017554638
Feature_44,-0.0010258616274222755
Feature_109_multiply_Feature_106,-0.0010117067815735737
Feature_15,-0.0009919618489220739
Feature_38,-0.0006560947420075514
Feature_62,-0.0005886242538690522
Feature_60,-0.0003717383695766241
Feature_69,-0.00012324448674915222
Feature_68,0.0
Feature_56,0.0
Feature_81,0.0
Feature_58,0.0
Feature_92,0.0
Feature_80,0.0
Feature_79,0.0
Feature_78,0.0
Feature_61,0.0
Feature_91,0.0
Feature_77,0.0
Feature_74,0.0
Feature_84,0.0
Feature_109,0.0
Feature_85,0.0
Feature_110,0.0
Feature_87,0.0
Feature_88,0.0
Feature_90,0.0
Feature_89,0.0
Feature_75,0.0
Feature_107,0.0
Feature_96,0.0
Feature_52,0.0
Feature_31_diff_Feature_1122,0.0
Feature_106,0.0
Feature_79_sum_Feature_106,0.0
Feature_62_sum_Feature_106,0.0
Feature_10,0.0
Feature_62_multiply_Feature_106,0.0
Feature_12,0.0
Feature_13,0.0
Feature_14,0.0
Feature_16,0.0
Feature_21,0.0
Feature_93,0.0
Feature_22,0.0
Feature_98,0.0
Feature_95,0.0
Feature_50,0.0
Feature_82,0.0
Feature_97,0.0
Feature_25,0.0
Feature_99,0.0
Feature_83,0.0
Feature_31_sum_Feature_106,0.0
Feature_90_sum_Feature_106,0.0
Feature_109_sum_Feature_106,0.0
Feature_27,0.0
Feature_26,0.0
Feature_1122,0.0
Feature_76,6.957542849704846e-05
Feature_7,0.00018324742559343575
Feature_24,0.0002015449572354555
Feature_1,0.00020509789232163732
Feature_66,0.0005851241713389799
Feature_67,0.0006517383735626936
Feature_86,0.0008598355902358912
Feature_43,0.0009611653210595206
Feature_11,0.001246191379614159
Feature_9,0.0015299356961622878
Feature_42,0.001552583244629202
Feature_36,0.002166707443539051
Feature_72,0.0021881180442869684
Feature_92_sum_Feature_106,0.0027528275828808567
Feature_48,0.0031223655887879565
Feature_49,0.0034414739813655613
Feature_8,0.004103484707884486
Feature_59,0.006368133854120983
Feature_31,0.006439248938113445
Feature_71,0.007230307082645604
Feature_53,0.012608144290279599
Feature_2,0.014678134131245312
Feature_70,0.016441592138726268
Feature_73,0.028679702472873048
Feature_47,0.056385769615881154
Feature_28,0.05692843838594854
Feature_51,0.06680895638186483
Feature_106_diff_Feature_66,0.08944993572775273
Feature_41,0.11340414142236115
