feature,mean_importance
Feature_41,0.005881030331365755
Feature_28,0.010078880228102216
Feature_2,0.012558497940190127
Feature_71,0.014868581942282622
Feature_72,0.01592522678896784
Feature_8,0.017003814321942624
Feature_73,0.02357562928460538
Feature_70,0.028969398620538413
Feature_9,0.030301054161973297
Feature_51,0.036647490100003774
Feature_47,0.042642583544366064
Feature_59,0.048817780194804074
Feature_36,0.05221304974053056
Feature_40,0.0718140719132498
Feature_31,0.0724298186507076
Feature_106_diff_Feature_66,0.1112479965155944
