feature,mean_importance
Feature_72,-0.00020694198086857463
Feature_8,0.0014017061260528985
Feature_59,0.001613471469609079
Feature_31,0.0030756166670471486
Feature_40,0.004007528235670193
Feature_9,0.011678652416449048
Feature_71,0.011986557149793964
Feature_36,0.018035682432819174
Feature_70,0.02462835466954858
Feature_73,0.03142524056253025
Feature_2,0.03894086332758889
Feature_28,0.0444451491162181
Feature_51,0.06230771056376398
Feature_47,0.08133845780510456
Feature_41,0.12382725739851594
Feature_106_diff_Feature_66,0.1420018879650161
