feature,mean_importance
Feature_72,-0.01829376227688042
Feature_36,-0.007254345810506479
Feature_9,-3.016365692016798e-05
Feature_40,0.004839555167127418
Feature_8,0.00798136017750951
Feature_70,0.01166564948856833
Feature_41,0.011672447915188988
Feature_73,0.016926254034042375
Feature_71,0.018533107924740787
Feature_31,0.030228848210535973
Feature_28,0.0403795561147854
Feature_59,0.043852208214812005
Feature_51,0.06329508648719641
Feature_2,0.09892756632529202
Feature_47,0.10099751492962242
Feature_106_diff_Feature_66,0.10331260308623316
