0,0.64484,0.658978
1,0.609079,0.640171
2,0.575094,0.620387
3,0.542729,0.605551
4,0.514359,0.589198
5,0.486523,0.573504
6,0.462374,0.554837
7,0.439849,0.54637
8,0.414634,0.5315
9,0.391787,0.518387
10,0.374079,0.503053
11,0.355161,0.489951
12,0.338374,0.479252
13,0.325001,0.464636
14,0.31181,0.4495
15,0.298139,0.436586
16,0.287517,0.421979
17,0.275491,0.411427
18,0.264266,0.407837
19,0.252993,0.400844
20,0.242247,0.38928
21,0.232797,0.383396
22,0.222973,0.372717
23,0.214287,0.366556
24,0.206504,0.361756
25,0.197865,0.354886
26,0.191034,0.350569
27,0.184188,0.344942
28,0.178423,0.338842
29,0.173162,0.330787
30,0.168032,0.326599
31,0.162342,0.32288
32,0.157371,0.320523
33,0.152992,0.3139
34,0.148655,0.311555
35,0.143925,0.310442
36,0.139959,0.305413
37,0.136287,0.304132
38,0.1323,0.301667
39,0.128803,0.295789
40,0.125659,0.291178
41,0.122661,0.290814
42,0.119279,0.288809
43,0.11629,0.283355
44,0.113868,0.28031
45,0.111246,0.279221
46,0.108788,0.277693
47,0.106442,0.275779
48,0.104044,0.273427
49,0.10148,0.270629
50,0.099408,0.26871
51,0.097301,0.266738
52,0.095489,0.26364
53,0.092981,0.260381
54,0.091413,0.259536
55,0.089758,0.257711
56,0.088008,0.257806
57,0.086374,0.258103
58,0.084352,0.255639
59,0.082853,0.255482
60,0.081479,0.254017
61,0.08008,0.25435
62,0.078756,0.254139
63,0.077551,0.252567
64,0.076572,0.250591
65,0.075497,0.249088
66,0.074638,0.247003
67,0.073647,0.245635
68,0.072557,0.244889
69,0.071852,0.245953
70,0.070719,0.246895
71,0.070064,0.244966
72,0.068892,0.243498
73,0.068157,0.243805
74,0.067256,0.244901
75,0.066455,0.243417
76,0.065881,0.244427
77,0.064846,0.24261
78,0.06404,0.243728
79,0.063505,0.243398
80,0.062757,0.244549
81,0.061985,0.244008
82,0.061362,0.243678
83,0.060652,0.243209
84,0.05999,0.24201
85,0.059129,0.241312
86,0.058662,0.241052
87,0.058052,0.241146
88,0.05736,0.24024
89,0.056798,0.240352
90,0.056229,0.239898
91,0.055793,0.240105
92,0.05508,0.23981
93,0.054514,0.2402
94,0.054108,0.240434
95,0.053499,0.240744
96,0.052914,0.241288
97,0.052399,0.24176
98,0.052012,0.240379
99,0.051543,0.240884
100,0.05118,0.241515
101,0.050678,0.241393
102,0.050157,0.240747
103,0.049772,0.241139
104,0.049504,0.242074
105,0.049081,0.241815
106,0.048756,0.241664
107,0.048346,0.241278
108,0.047948,0.240119
109,0.047605,0.24034
110,0.047241,0.239562
111,0.046904,0.238826
112,0.046561,0.239319
113,0.046342,0.240281
114,0.045993,0.239983
115,0.045735,0.239184
116,0.045425,0.238499
117,0.045105,0.238238
118,0.044867,0.237495
119,0.044579,0.236863
120,0.044304,0.237378
121,0.044038,0.236773
122,0.043804,0.236251
123,0.043579,0.235815
124,0.043256,0.2367
125,0.042984,0.236891
126,0.042785,0.236208
127,0.042564,0.23519
128,0.042351,0.23458
129,0.042159,0.23422
130,0.041955,0.233264
131,0.04177,0.233125
132,0.041603,0.232615
133,0.041373,0.233136
134,0.041051,0.233458
135,0.040777,0.233871
136,0.040545,0.234246
137,0.04035,0.233301
138,0.040214,0.233872
139,0.040058,0.233411
140,0.039921,0.234076
141,0.039665,0.234472
142,0.039452,0.234655
143,0.039305,0.234222
144,0.039093,0.234458
145,0.038923,0.234757
146,0.038692,0.235135
147,0.038489,0.235455
148,0.038248,0.235478
149,0.038116,0.235089
150,0.037923,0.233813
151,0.037701,0.234186
152,0.03755,0.234594
153,0.037379,0.235352
154,0.037227,0.235658
155,0.037097,0.235298
156,0.036907,0.235631
157,0.036748,0.236394
158,0.036563,0.236636
159,0.03639,0.236433
160,0.03622,0.236638
161,0.03607,0.23691
162,0.035915,0.237191
163,0.035779,0.23766
164,0.035694,0.237934
165,0.035582,0.237614
166,0.035411,0.236394
167,0.035219,0.236739
168,0.035067,0.236949
169,0.03496,0.236657
170,0.034798,0.235499
171,0.034725,0.235748
172,0.034543,0.236092
173,0.034464,0.236952
174,0.034345,0.236705
175,0.034211,0.237464
176,0.034052,0.23794
177,0.03396,0.237578
178,0.033836,0.238347
179,0.03375,0.238019
180,0.033636,0.238316
181,0.033397,0.23838
182,0.033323,0.23838
