feature,mean_importance
Feature_2,-0.015096079818904396
Feature_48,-0.01350692784413694
Feature_49,-0.009914581617340445
Feature_38,-0.005667048320174206
Feature_75,-0.005462425071746102
Feature_74,-0.005322345271706585
Feature_53,-0.002460490120574843
Feature_56,-0.00240160075947643
Feature_64,-0.00133127367123963
Feature_66,-0.000808535600081084
Feature_1,-0.0006812928617000669
Feature_45,-0.0004767175950110003
Feature_71,-9.255422279238478e-05
Feature_77,0.0
Feature_67,0.0
Feature_68,0.0
Feature_69,0.0
Feature_109,0.0
Feature_62,0.0
Feature_76,0.0
Feature_61,0.0
Feature_110,0.0
Feature_78,0.0
Feature_80,0.0
Feature_98,0.0
Feature_97,0.0
Feature_96,0.0
Feature_95,0.0
Feature_93,0.0
Feature_92,0.0
Feature_91,0.0
Feature_90,0.0
Feature_89,0.0
Feature_88,0.0
Feature_87,0.0
Feature_86,0.0
Feature_85,0.0
Feature_84,0.0
Feature_83,0.0
Feature_82,0.0
Feature_81,0.0
Feature_79,0.0
Feature_60,0.0
Feature_1122,0.0
Feature_14,0.0
Feature_26,0.0
Feature_27,0.0
Feature_13,0.0
Feature_12,0.0
Feature_58,0.0
Feature_22,0.0
Feature_15,0.0
Feature_25,0.0
Feature_21,0.0
Feature_24,0.0
Feature_7,0.0
Feature_50,0.0
Feature_16,0.0
Feature_52,0.0
Feature_107,0.0
Feature_55,0.0
Feature_99,0.0
Feature_46,5.781582556664277e-05
Feature_10,7.622104138137465e-05
Feature_63,0.0005473992507904702
Feature_11,0.0008913766127079725
Feature_42,0.0009555906988680362
Feature_72,0.0017245773877948456
Feature_44,0.002364842295646663
Feature_8,0.002693224195390942
Feature_43,0.0027132739406079075
Feature_73,0.007471315665170552
Feature_106,0.009031134042888878
Feature_36,0.01615078105591238
Feature_70,0.019222585181705665
Feature_37,0.01967790548689663
Feature_57,0.023972620554268353
Feature_59,0.027895251028239743
Feature_40,0.027981738969683645
Feature_9,0.03588180878199637
Feature_28,0.037641867380589236
Feature_39,0.039619141379371295
Feature_31,0.042240744372829785
Feature_51,0.04271357066929341
Feature_41,0.058930347040295594
Feature_47,0.07730170959606766
